Tweet,Lemmatized_Tokens
"@Thalassinh Καντε εικονα οτι μερικα μετρα πιο περα , υπσρχει ΑΤΜ απο το οποιο ενας ""μεταναστης"" κανει αναληψη του επιδοματος....την ωρα που ο αστεγος σχοινοβατει μεταξυ πνευμονιας και θανατου απο απαγωγη κ αφαιρεση οργανων....","['καντε', 'εικονας', 'οτι', 'μερικο', 'μετρο', 'περα', 'υπσρχω', 'ατμ', 'απο', 'οποιος', 'ενα', 'μεταναστη', 'κανω', 'αναληψη', 'επιδοματοςτην', 'ωρα', 'αστεγο', 'σχοινοβατω', 'μεταξυ', 'πνευμονια', 'θανατος', 'απο', 'απαγωγη', 'αφαιρεση', 'οργανα']"
Τωρα συνεχιστε να πεφτετε απο τα συνεφα.,"['τωρο', 'συνεχιστε', 'πεφτω', 'απο', 'συνεφο']"
Μετανάστης στην Πάρο ο παίχτης.,"['μετανάστης', 'πάρο', 'παίχτης']"
Μάλλον καλοκαίρια σε μπιτσόμπαρα στην Πούντα θα ήταν μετανάστης #XFactorGR,"['καλοκαίριο', 'μπιτσόμπαρος', 'πούντας', 'ήταν', 'μετανάστης']"
@AntilianKotzai Είναι ρατσιστική η δήλωση...,"['ρατσιστικός', 'δήλωση']"
Πρέπει να εισαι πρόσφυγας η μετανάστης για να σε φροντίσει ο Γιατρος;;,"['εισαι', 'πρόσφυγας', 'μετανάστης', 'φροντίσω', 'Γιατρος']"
έσβος: Από έκρηξη φιάλης ο θάνατος της 27χρονης από το Αφγανιστάν,"['έσβος', 'έκρηξη', 'φιάλης', 'θάνατος', 'χρονης', 'αφγανιστάν']"
Λέσβος: Έτσι τους 'βάπτιζαν' «ευάλωτους πρόσφυγες» - Σοκάρουν τα στοιχεία που βγήκαν στο φως - EL,"['Λέσβος', 'τους', 'βάπτιζαν', 'ευάλωτους', 'πρόσφυγα', 'σοκάρω', 'στοιχείο', 'βγαίνω', 'φως']"
"Ξεσηκώνονται τα νησιά: Εμπόδισαν την αποβίβαση μεταναστών στη Λέρο – Λέσβος, Χίος, Σάμος αντιδρούν σε νέες δομές","['ξεσηκώνομαι', 'νησί', 'εμπόδομαι', 'αποβίβαση', 'μεταναστός', 'Λέρο', 'Λέσβος', 'Χίος', 'Σάμος', 'αντιδρώ', 'νέες', 'δομή']"
Λέσβος: Κύκλωμα παράνομων γνωματεύσεων «μετατραυματικού στρες» σε αιτούντες άσυλο εξάρθρωσε η ΕΛΑΣ,"['Λέσβος', 'Κύκλωμα', 'παράνομα', 'γνωματεύσεα', 'μετατραυματικός', 'στρες', 'αιτούντες', 'άσυλο', 'εξάρθρωσε', 'ελα']"
"Λέσβος: για εγκληματικό δίκτυο εφοδιασμού γνωματεύσεων «μετατραυματικού στρες» σε πρόσφυγες, κάνει λόγο η Αστυνομία","['λέσβος', 'εγκληματικό', 'δίκτυο', 'εφοδιασμός', 'γνωματεύσεα', 'μετατραυματικός', 'στρες', 'πρόσφυγα', 'κάνω', 'λόγο', 'αστυνομία']"
"- Λέσβος: για εγκληματικό δίκτυο εφοδιασμού γνωματεύσεων ""μετατραυματικού στρες"" σε πρόσφυγες, κάνει λόγο η Αστυν...","['λέσβος', 'εγκληματικό', 'δίκτυο', 'εφοδιασμός', 'γνωματεύσεα', 'μετατραυματικός', 'στρες', 'πρόσφυγα', 'κάνω', 'λόγο', 'αστυν']"
Λέσβος: Κύκλωμα παράνομων γνωματεύσεων «μετατραυματικού στρες» σε αιτούντες άσυλο εξάρθρωσε η ΕΛΑΣ  #Ελλάδα #αιτούντες_άσυλο #γνωματεύσεις #Κύκλωμα,"['Λέσβος', 'Κύκλωμα', 'παράνομα', 'γνωματεύσεα', 'μετατραυματικός', 'στρες', 'αιτούντες', 'άσυλο', 'εξάρθρωσε', 'ελα', 'Ελλάδα', 'αιτούντεςάσυλο', 'γνωματεύσει', 'Κύκλωμα']"
Λέσβος: Σπείρα χορηγούσε ψευδείς βεβαιώσεις «μετατραυματικού στρες» σε αιτούντες άσυλο -,"['Λέσβος', 'σπείρα', 'χορηγώ', 'ψευδείς', 'βεβαιώσει', 'μετατραυματικός', 'στρες', 'αιτούντες', 'άσυλο']"
Νεαρή πρόσφυγας από το Αφγανιστάν παρουσίασε την κολεξιόν μόδας που σχεδίασε,"['νεαρός', 'πρόσφυγας', 'αφγανιστάν', 'παρουσίασε', 'κολεξιόν', 'μόδα', 'σχεδίασε']"
"η ιδιότητα «πρόσφυγας» αποδίδεται στην πρώτη ΟΜΟΡΗ, ασφαλή χώρα. Και η Τουρκία είναι η πρώτη όμορη χώρα με την Συρία και έχει κριθεί διεθνώς, όπως και από το ελληνικό ΣτΕ, ως «ασφαλής χώρα». Σε κάθε άλλη χώρα και χωρίς νόμιμα έγγραφα ο επίδοξος πρόσφυγας είναι παράνομος.","['ιδιότητος', 'πρόσφυγας', 'αποδίδομαι', 'ομορη', 'ασφαλός', 'χώρα', 'Τουρκία', 'πρώτη', 'όμορη', 'χώρα', 'την', 'Συρία', 'έχω', 'κριθώ', 'διεθνώς', 'ελληνικό', 'στε', 'ασφαλής', 'χώρα', 'κάθε', 'χώρα', 'και', 'χωρίς', 'νόμιμας', 'έγγραφο', 'επίδοξος', 'πρόσφυγας', 'παράνομος']"
@Skolyx Και 400 τον μήνα που είσαι πρόσφυγας,"['τον', 'μήνας', 'είσαι', 'πρόσφυγας']"
Λαμία: Ένοχος για 2 βιασμούς αλλά ελεύθερος ο 35χρονος πρώην εθνοφρουρός,"['λαμίος', 'ένοχο', 'βιασμούς', 'ελεύθερος', 'χρονο', 'πρώην', 'εθνοφρουρός', 'δύο']"
Να υποθέσω πως αν ο βιαστής ήταν Αφγανός πρόσφυγας θα τον ελευθέρονταν κι αυτόν όπως τον πρώην εθνοφρουρό έτσι;,"['υποθέσω', 'βιαστής', 'αφγανός', 'πρόσφυγας', 'ελευθέρομαι', 'όπως', 'τον', 'πρώην', 'εθνοφρουρό']"
@tilevoasartas Ποιος είναι ο πρόσφυγας? Μαροκινός και κ Σομαλός? Μόνο στην Συρία γίνεται πόλεμος και μόνο το 2% σύμφωνα με έγγραφα του χρησοχοειδη είναι Σύριοι. Δεν είναι ούτε πρόσφυγες ούτε κατατρεγμένοι. Καταραμένη φτώχια είναι που έρχεται λαθραία εδώ στην πτωχευμένη Ελλάδα,"['ποιος', 'πρόσφυγας', 'μαροκινός', 'Σομαλός', 'στην', 'Συρία', 'γίνομαι', 'πόλεμος', 'μόνο', 'σύμφωνα', 'έγγραφο', 'χρησοχοειδη', 'σύριος', 'πρόσφυγα', 'κατατρεγμένοι', 'καταραμένη', 'φτώχια', 'είναι', 'που', 'έρχομαι', 'λαθραίος', 'στην', 'πτωχευμένη', 'Ελλάδα']"
Η πολιτική είδηση της ημέρας,"['πολιτικός', 'είδηση', 'ημέρα']"
Η Κομισιον δεν χρηματοδοτεί  το σχέδιο της κυβέρνησης για τα κλειστού τύπου κέντρα γιατί,"['Κομισιον', 'χρηματοδοτώ', 'σχέδιο', 'κυβέρνηση', 'κλειστός', 'τύπου', 'κέντρο']"
"""σύμφωνα με το Δίκαιο της ΕΕ, ένας αιτών άσυλο ή πρόσφυγας δεν μπορεί να κρατείται. ""","['σύμφωνα', 'δίκαιο', 'αιτών', 'άσυλο', 'πρόσφυγας', 'μπορώ', 'κρατείται']"
"No money, no party,  είπε η Κομισιόν στην #κυβερνηση_τσιρκο του","['λέω', 'κομισιόν', 'κυβερνησητσιρκο', 'όχι']"
#Μητσοτάκη για τα κλειστά κέντρα-φυλακές προσφύγων/μεταναστών.,"['μητσοτάκη', 'κλειστά', 'κέντραφυλακός', 'προσφύγωνμεταναστά']"
"Αν τα φτιάξετε με δικά σας λεφτά, να έχετε υπόψη ότι","['φτιάξω', 'δικά', 'λεφτά', 'έχω', 'ότι']"
"""σύμφωνα με το Δίκαιο της ΕΕ, ένας αιτών άσυλο ή πρόσφυγας δεν μπορεί να κρατείται.""","['σύμφωνα', 'δίκαιο', 'αιτών', 'άσυλο', 'πρόσφυγας', 'μπορώ', 'κρατείται']"
"Χιλιάδες  τουϊ γράψαμε,  σπαταλώντας φαιά ουσία, για τα κλειστά κέντρα φυλακές του Μητσοτάκη,  για να μας θυμίσουν οι κουτόφραγκοι ότι σύμφωνα με το Δίκαιο της ΕΕ, ένας αιτών άσυλο ή πρόσφυγας δεν μπορεί να κρατείται.","['χιλιάδες', 'τουϊ', 'γράψαμε', 'σπαταλώντας', 'φαιά', 'ουσία', 'κλειστά', 'κέντρο', 'φυλακός', 'μητσοτάκη', 'θυμίσω', 'κουτόφραγκοι', 'σύμφωνα', 'δίκαιο', 'αιτών', 'άσυλο', 'πρόσφυγας', 'μπορώ', 'κρατείται']"
Δεν μας λυπάστε βρε #ΝΔ_ξεφτιλες  ;,"['μας', 'λυπάστε', 'βρε', 'ΝΔξεφτιλες']"
@diplohmixrono @CeliaSanchez_gr Η γιαγιά μου ήταν από την Σμύρνη πρόσφυγας που πέρασε χίλια βάσανα Τώρα για την μάνα σου δεν ξέρω δικό σου το πρόβλημα. Προσωπική μου άποψη είναι ότι ο ΣΥΡΙΖΑ είναι φιασιστερα και πιστεύει στον ολοκληρωτισμό. Τέλος.,"['γιαγιά', 'ήταν', 'Σμύρνη', 'πρόσφυγας', 'περνώ', 'χίλιο', 'βάσανο', 'για', 'την', 'μάνα', 'δεν', 'ξέρω', 'σου', 'πρόβλημα', 'προσωπικός', 'άποψη', 'ότι', 'συριζας', 'φιασιστερα', 'πιστεύω', 'ολοκληρωτισμό', 'τέλος']"
Νεαρή πρόσφυγας από το Αφγανιστάν δημιούργησε τη δική της κολεξιόν μόδας στην Αθήνα,"['νεαρός', 'πρόσφυγας', 'αφγανιστάν', 'δημιούργησε', 'δικός', 'κολεξιόν', 'μόδα', 'Αθήνα']"
"Η Διεθνής Αμνηστία ας μην ανησυχεί τόσο, ο ξεβρακωμένος ΔΕΝ ήταν μετανάστης.","['διεθνός', 'Αμνηστία', 'μην', 'ανησυχώ', 'ξεβρακωμένος', 'ήταν', 'μετανάστης']"
"Επίσης δεν την είδαμε καθόλου να ανησυχεί ποτέ για τους αστυνομικούς με εγκαύματα, τους πολίτες με αυτοκίνητα που κάηκαν και τους καταστηματάρχες με λεηλατημένα καταστήματα.","['δεν', 'βλέπω', 'ανησυχώ', 'για', 'αστυνομικούς', 'εγκαύμαα', 'πολίτες', 'αυτοκίνητο', 'κάηκαν', 'τους', 'καταστηματάρχες', 'λεηλατημένος', 'καταστήμαα']"
@eirinipa Κι όσο για την αφορμή θα πω το εξής:,"['για', 'αφορμή', 'εξής']"
"Λίγο καιρό μετά, σκοτώθηκε από την αστυνομία στο Βύρωνα μετανάστης. Τυχαία. Περνούσε από το σημείο και τον πέτυχε η σφαίρα του αστυνομικού είπανε. Άτυχος είπανε, κατά λάθος είπανε. ΜΙΛΗΣΕ ΚΑΝΕΙΣ;","['καιρό', 'σκοτώθηκε', 'την', 'αστυνομία', 'βύρωνα', 'μετανάστης', 'τυχαίο', 'περνώ', 'σημείο', 'τον', 'πέτυχε', 'σφαίρα', 'αστυνομικός', 'λέω', 'άτυχο', 'λέω', 'λάθος', 'λέω', 'μιλησε', 'κανει']"
Γιατί να μιλήσει; Δεν ήτανε ο δύστυχος 2/,"['μιλήσω', 'ήτανε', 'δύστυχο', 'δύο']"
"Χρόνια πολλά στη μικρή Άννα, η οποία στα 10 της έγινε καλλιτεχνική μετανάστης και το φοβήθηκε λιγότερο από τον μπαμπά της, στην Άννα που μεγαλώνει και δυναμώνει, που πήρε τη σπάνια ομορφιά και το ταλέντο της μάνας της, στην Άννα την ανήλικη φεμινίστρια, στην Άννα που είναι όλα","['χρόνια', 'στη', 'μικρός', 'άννο', 'οποία', 'καλλιτεχνικός', 'μετανάστης', 'φοβήθηκε', 'από', 'μπαμπά', 'άννος', 'μεγαλώνω', 'δυναμώνω', 'πήρε', 'σπάνιος', 'ομορφιά', 'ταλέντο', 'μάνα', 'της', 'στην', 'άννος', 'ανήλικη', 'φεμινίστρια', 'στην', 'άννος', 'είναι', 'αυτό']"
Μετανάστης παρασύρθηκε και σκοτώθηκε από τουριστικό λεωφορείο στην Εγνατία έξω από την Καστοριά |,"['μετανάστης', 'παρασύρθηκε', 'σκοτώθηκε', 'τουριστικό', 'λεωφορείο', 'εγνατίο', 'από', 'καστορί']"
